,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_max_depth,param_min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
0,132.58400710423788,0.08573744778483244,0.41689062118530273,0.018474639794240116,balanced,10,1,"{'class_weight': 'balanced', 'max_depth': 10, 'min_samples_leaf': 1}",0.32495544441746804,0.30854705446048264,0.314035191112842,0.3158471613466667,0.006820611880384054,1,0.33454175029474936,0.31908289588980826,0.3338700918999681,0.3291649126948419,0.007134333811111617
